2 0.0625
2.1 0.0575397
2.2 0.0530303
2.3 0.048913
2.4 0.0451389
2.5 0.0416667
2.6 0.0384615
2.7 0.0354938
2.8 0.0327381
2.9 0.0301724
3 0.0277778
3.1 0.0255376
3.2 0.0234375
3.3 0.0214646
3.4 0.0196078
3.5 0.0178571
3.6 0.0162037
3.7 0.0146396
3.8 0.0131579
3.9 0.0117521
4 0.0104167
4.1 0.00914634
4.2 0.00793651
4.3 0.00678295
4.4 0.00568182
4.5 0.00462963
4.6 0.00362319
4.7 0.00265957
4.8 0.00173611
4.9 0.00085034
5 0.000445342
5.1 0.000306825
5.2 0.000192165
5.3 9.77463e-05
5.4 2.04932e-05
5.5 -4.22168e-05
5.6 -9.26199e-05
5.7 -0.000132624
5.8 -0.000163858
5.9 -0.000187712
6 -0.000205373
6.1 -0.000217857
6.2 -0.000226029
6.3 -0.000230627
6.4 -0.00023228
6.5 -0.000231526
6.6 -0.000228819
6.7 -0.000224549
6.8 -0.000219044
6.9 -0.000212581
7 -0.000205395
7.1 -0.000197684
7.2 -0.000189612
7.3 -0.000181318
7.4 -0.000172916
7.5 -0.0001645
7.6 -0.000156148
7.7 -0.000147921
7.8 -0.000139869
7.9 -0.000132033
8 -0.000124441
