201 7.81339e+07
221 1.13632e+08
241 1.81831e+08
261 2.01442e+08
281 2.85864e+08
301 3.95116e+08
321 7.59132e+08
341 5.49493e+08
361 7.33597e+08
381 7.68358e+08
401 1.06035e+09
421 1.31206e+09
441 1.34013e+09
461 1.72419e+09
481 2.00374e+09
501 2.50614e+09
521 2.43837e+09
541 1.82094e+09
561 3.36054e+09
581 5.44645e+09
601 3.97621e+09
621 4.44891e+09
641 6.73191e+09
661 8.99843e+09
681 4.4448e+09
701 5.50751e+09
721 4.77871e+10
741 3.35674e+10
761 2.69275e+10
781 6.01547e+10
