101 80948.5
111 109305
121 137258
131 180528
141 247550
151 270010
161 364668
171 401478
181 471870
191 559917
201 661925
211 690160
221 847849
231 976472
241 1.20018e+06
251 1.13925e+06
261 1.39225e+06
271 1.80685e+06
281 1.79012e+06
291 2.12215e+06
301 2.24704e+06
311 2.56389e+06
321 2.48405e+06
331 3.46971e+06
341 3.76325e+06
351 3.68543e+06
361 3.75428e+06
371 4.37107e+06
381 4.42208e+06
391 4.72016e+06
401 5.08254e+06
411 6.28127e+06
421 6.34522e+06
431 5.47959e+06
441 7.11329e+06
451 9.80793e+06
461 1.08095e+07
471 7.31832e+06
481 1.07452e+07
491 8.62818e+06
501 1.08622e+07
511 1.12003e+07
521 1.50419e+07
531 1.13178e+07
541 1.04929e+07
551 1.23003e+07
561 1.6679e+07
571 1.41816e+07
581 1.42996e+07
591 2.29e+07
