9.8696 0
9.7696 -0.00601713
9.6696 -0.012139
9.5696 -0.0183679
9.4696 -0.024706
9.3696 -0.0311556
9.2696 -0.0377191
9.1696 -0.044399
9.0696 -0.0511978
8.9696 -0.0581182
8.8696 -0.0651629
8.7696 -0.0723347
8.6696 -0.0796366
8.5696 -0.0870715
8.4696 -0.0946426
8.3696 -0.102353
8.2696 -0.110206
8.1696 -0.118206
8.0696 -0.126355
7.9696 -0.134658
7.8696 -0.143119
7.7696 -0.151741
7.6696 -0.160528
7.5696 -0.169486
7.4696 -0.178618
7.3696 -0.187929
7.2696 -0.197425
7.1696 -0.207109
7.0696 -0.216989
6.9696 -0.227068
6.8696 -0.237353
6.7696 -0.24785
6.6696 -0.258566
6.5696 -0.269506
6.4696 -0.280678
6.3696 -0.292089
6.2696 -0.303747
6.1696 -0.315658
6.0696 -0.327833
5.9696 -0.340279
5.8696 -0.353006
5.7696 -0.366023
5.6696 -0.37934
5.5696 -0.392969
5.4696 -0.40692
5.3696 -0.421206
5.2696 -0.435838
5.1696 -0.45083
5.0696 -0.466197
4.9696 -0.481953
4.8696 -0.498114
4.7696 -0.514696
4.6696 -0.531719
4.5696 -0.5492
4.4696 -0.56716
4.3696 -0.585621
4.2696 -0.604605
4.1696 -0.624139
4.0696 -0.644247
3.9696 -0.66496
3.8696 -0.686307
3.7696 -0.708323
3.6696 -0.731043
3.5696 -0.754505
3.4696 -0.778753
3.3696 -0.803831
3.2696 -0.829791
3.1696 -0.856686
3.0696 -0.884578
2.9696 -0.913531
2.8696 -0.943619
2.7696 -0.974922
2.6696 -1.00753
2.5696 -1.04154
2.4696 -1.07707
2.3696 -1.11424
2.2696 -1.15319
2.1696 -1.19408
2.0696 -1.2371
1.9696 -1.28246
1.8696 -1.3304
1.7696 -1.3812
1.6696 -1.43521
1.5696 -1.4928
1.4696 -1.55447
1.3696 -1.62077
1.2696 -1.69242
1.1696 -1.77029
1.0696 -1.8555
0.969604 -1.94949
0.869604 -2.05418
0.769604 -2.17217
0.669604 -2.30719
0.569604 -2.46477
0.469604 -2.65366
0.369604 -2.88895
0.269604 -3.20026
0.169604 -3.65958
