9.8696 0
9.7696 -0.000925232
9.6696 -0.00190285
9.5696 -0.00293395
9.4696 -0.00401965
9.3696 -0.00516111
9.2696 -0.00635953
9.1696 -0.00761615
9.0696 -0.00893223
8.9696 -0.0103091
8.8696 -0.0117481
8.7696 -0.0132507
8.6696 -0.0148183
8.5696 -0.0164524
8.4696 -0.0181547
8.3696 -0.0199266
8.2696 -0.0217699
8.1696 -0.0236863
8.0696 -0.0256777
7.9696 -0.0277458
7.8696 -0.0298927
7.7696 -0.0321203
7.6696 -0.0344307
7.5696 -0.0368261
7.4696 -0.0393089
7.3696 -0.0418812
7.2696 -0.0445456
7.1696 -0.0473046
7.0696 -0.050161
6.9696 -0.0531173
6.8696 -0.0561766
6.7696 -0.0593419
6.6696 -0.0626163
6.5696 -0.0660031
6.4696 -0.0695057
6.3696 -0.0731279
6.2696 -0.0768733
6.1696 -0.0807459
6.0696 -0.0847498
5.9696 -0.0888896
5.8696 -0.0931696
5.7696 -0.0975948
5.6696 -0.10217
5.5696 -0.106901
5.4696 -0.111793
5.3696 -0.116853
5.2696 -0.122086
5.1696 -0.127498
5.0696 -0.133098
4.9696 -0.138893
4.8696 -0.14489
4.7696 -0.151098
4.6696 -0.157526
4.5696 -0.164183
4.4696 -0.17108
4.3696 -0.178227
4.2696 -0.185636
4.1696 -0.193319
4.0696 -0.20129
3.9696 -0.209563
3.8696 -0.218154
3.7696 -0.227078
3.6696 -0.236355
3.5696 -0.246002
3.4696 -0.256043
3.3696 -0.266499
3.2696 -0.277395
3.1696 -0.28876
3.0696 -0.300622
2.9696 -0.313016
2.8696 -0.325976
2.7696 -0.339544
2.6696 -0.353765
2.5696 -0.368687
2.4696 -0.384368
2.3696 -0.400868
2.2696 -0.41826
2.1696 -0.436624
2.0696 -0.456051
1.9696 -0.476647
1.8696 -0.498533
1.7696 -0.521852
1.6696 -0.54677
1.5696 -0.573485
1.4696 -0.602233
1.3696 -0.633302
1.2696 -0.667044
1.1696 -0.703897
1.0696 -0.744419
0.969604 -0.78933
0.869604 -0.839588
0.769604 -0.896503
0.669604 -0.961931
0.569604 -1.03864
0.469604 -1.131
0.369604 -1.24656
0.269604 -1.40013
0.169604 -1.62771
