101 10.2335
111 12.6328
121 12.8947
131 16.1377
141 16.9055
151 15.8361
161 19.0204
171 19.3922
181 18.3095
191 20.7276
201 18.7458
211 19.766
221 19.285
231 22.6411
241 27.4192
251 25.5116
261 31.1517
271 35.0309
281 25.0635
291 43.888
301 44.929
311 46.2558
321 34.7511
331 30.0037
341 34.3511
351 47.4318
361 36.8981
371 37.0946
381 33.3303
391 39.1668
401 39.1071
411 50.9224
421 67.0607
431 42.3307
441 63.7388
451 65.3928
461 45.3403
471 34.3819
481 88.8511
491 26.9662
501 64.1161
511 40.293
521 51.6626
531 33.9517
541 53.819
551 49.1379
561 56.3064
571 32.1502
581 49.5503
591 32.5791
